OrderNo,Barcode,TrnType,TrnPrice,TrnQty,TaxPer,TaxValue,DiscAmount,DiscPer,MRP
2535,8.9E+12,Sale,115.5,1,4,4.44,49.5,30,165
2535,8.26E+11,Sale,329,1,4,12.65,0,0,329
2535,91203671838,Sale,560,1,12.5,62.22,240,30,800
2536,8.85E+11,Sale,80.5,2,4,3.1,69,30,115
2537,6.76E+11,Sale,849,1,4,32.65,0,0,849
2538,8.3E+11,Sale,1199,1,4,46.12,0,0,1199
2539,8.85E+11,Sale,350,1,4,13.46,0,0,350
2539,8.23E+11,Sale,836.5,1,4,32.17,358.5,30,1195
2540,8.3E+11,Sale,836.5,1,4,32.17,358.5,30,1195
2541,8.3E+11,Sale,2310,1,12.5,256.67,990,30,3300
2542,8.3E+11,Sale,849,1,4,32.65,0,0,849
2543,9.7E+11,Sale,979,1,4,37.65,0,0,979
2544,8.85E+11,Sale,2310,1,12.5,256.67,990,30,3300
2545,9.7E+11,Sale,99,1,4,3.81,30,23.26,129
2546,8.85E+11,Sale,1490,1,12.5,165.56,0,0,1490
2547,6.66E+11,Sale,279.3,1,4,10.74,119.7,30,399
2548,91203203121,Sale,115.5,1,4,4.44,49.5,30,165
2549,6.66E+11,Sale,2590,1,12.5,287.78,1110,30,3700
2550,8.3E+11,Sale,3640,1,12.5,404.44,1560,30,5200
2550,8.23E+11,Sale,1820,1,12.5,202.22,780,30,2600
2551,8.85E+12,Sale,700,1,4,26.92,0,0,700
2552,8.85E+11,Sale,2590,1,12.5,287.78,1110,30,3700
2552,91205098398,Sale,391,1,4,15.04,0,0,391
2552,8.3E+11,Sale,453,1,4,17.42,0,0,453
2553,91205098336,Sale,990,1,12.5,110,0,0,990
2554,8.85E+11,Sale,1299,1,4,49.96,0,0,1299
2555,6.85E+11,Sale,899,1,4,34.58,0,0,899
2555,8.3E+11,Sale,849,1,4,32.65,0,0,849
2556,8.26E+11,Sale,599,1,12.5,66.56,0,0,599
2557,8.3E+11,Sale,1490,1,12.5,165.56,0,0,1490
2558,8.3E+11,Sale,2310,1,12.5,256.67,990,30,3300
2559,8.3E+11,Sale,499,1,4,19.19,0,0,499
2559,91201502998,Sale,399,1,4,15.35,0,0,399
2560,8.3E+11,Sale,399,2,4,15.35,0,0,399
2560,8.23E+11,Sale,2310,1,12.5,256.67,990,30,3300
2561,9.7E+11,Sale,559.3,1,4,21.51,239.7,30,799
2561,8.26E+11,Sale,629.3,1,4,24.2,269.7,30,899
2562,6.6E+11,Sale,-1199,-1,4,46.12,0,0,1199
2562,6.4E+11,Sale,2490,1,12.5,276.67,0,0,2490
2563,6.6E+11,Sale,2380,1,12.5,264.44,1020,30,3400
2564,8.3E+11,Sale,1820,1,12.5,202.22,780,30,2600
2565,8.21E+11,Sale,565,1,4,21.73,0,0,565
2565,91201514069,Sale,115.5,1,4,4.44,49.5,30,165
2566,8.85E+11,Sale,59.5,1,4,2.29,25.5,30,85
2567,8.3E+11,Sale,381.5,1,4,14.67,163.5,30,545
2568,8.9E+12,Sale,422,1,4,16.23,0,0,422
2569,8.9E+12,Sale,849,1,4,32.65,0,0,849
2570,8.3E+11,Sale,899,1,4,34.58,0,0,899
2571,8.3E+11,Sale,314.3,1,4,12.09,134.7,30,449
2571,6.76E+11,Sale,1199,1,4,46.12,0,0,1199
2571,6.4E+11,Sale,482,1,4,18.54,0,0,482
2572,8.9E+12,Sale,1490,1,12.5,165.56,0,0,1490
2572,8.3E+11,Sale,849,1,4,32.65,0,0,849
2573,8.3E+11,Sale,1199,1,4,46.12,0,0,1199
2573,8.85E+11,Sale,1199,1,4,46.12,0,0,1199
2573,9.7E+11,Sale,849,1,4,32.65,0,0,849
2573,8.9E+12,Sale,699,1,4,26.88,0,0,699
2574,8.3E+11,Sale,1190,1,12.5,132.22,0,0,1190
2575,91208439778,Sale,2096.5,1,4,80.63,898.5,30,2995
2576,8.21E+11,Sale,2450,1,12.5,272.22,1050,30,3500
2577,8.3E+11,Sale,206.5,1,4,7.94,88.5,30,295
2578,8.3E+11,Sale,1199,1,4,46.12,0,0,1199
2578,8.85E+11,Sale,892.5,1,12.5,99.17,382.5,30,1275
2579,8.3E+11,Sale,258.3,1,4,9.93,110.7,30,369
2580,8.3E+11,Sale,599,1,4,23.04,0,0,599
2581,8.3E+11,Sale,1312.5,1,12.5,145.83,562.5,30,1875
2581,91202074135,Sale,1890,1,12.5,210,810,30,2700
2582,8.83E+11,Sale,1199,1,4,46.12,0,0,1199
2582,91205097964,Sale,910,1,4,35,390,30,1300
2583,8.85E+11,Sale,696.5,1,4,26.79,298.5,30,995
2584,9.9E+11,Sale,1050,1,4,40.38,450,30,1500
2584,8.9E+12,Sale,1120,1,4,43.08,480,30,1600
2585,5E+11,Sale,-1199,-1,4,46.12,0,0,1199
2586,8.9E+12,Sale,80.5,1,4,3.1,34.5,30,115
2587,8.3E+11,Sale,570,1,12.5,63.33,380,40,950
2588,8.3E+11,Sale,2583,1,12.5,287,0,0,2583
2589,8.85E+11,Sale,849,1,4,32.65,0,0,849
2589,8.23E+11,Sale,1312.5,1,12.5,145.83,562.5,30,1875
2590,7.1E+11,Sale,223.2,1,4,8.58,55.8,20,279
2590,4E+11,Sale,2940,1,12.5,326.67,1260,30,4200
2591,9.7E+11,Sale,99,2,4,3.81,60,23.26,129
2592,8.85E+11,Sale,2030,1,12.5,225.56,870,30,2900
2593,9.7E+11,Sale,556.5,1,4,21.4,238.5,30,795
2594,8.9E+12,Sale,909.3,1,4,34.97,389.7,30,1299
2595,8.3E+11,Sale,416.5,1,4,16.02,178.5,30,595
2595,9.7E+11,Sale,454.3,1,4,17.47,194.7,30,649
2596,6.66E+11,Sale,416.5,1,4,16.02,178.5,30,595
2596,8.23E+11,Sale,559,1,4,21.5,240,30.04,799
2597,9.7E+11,Sale,279,1,4,10.73,120,30.08,399
2598,6.66E+11,Sale,1820,1,12.5,202.22,780,30,2600
2598,8.85E+11,Sale,419,1,4,16.12,180,30.05,599
2599,8.3E+11,Sale,1312.5,1,12.5,145.83,562.5,30,1875
2600,8.26E+11,Sale,945,1,12.5,105,405,30,1350
2600,91203211690,Sale,999,1,4,38.42,0,0,999
2601,6.4E+11,Sale,1820,1,12.5,202.22,780,30,2600
2601,91204516480,Sale,979,1,4,37.65,0,0,979
2601,91204335623,Sale,1540,1,12.5,171.11,660,30,2200
2602,91203549502,Sale,280,1,4,10.77,0,0,280
2603,8.3E+11,Sale,799,1,4,30.73,0,0,799
2604,4E+11,Sale,1199,1,4,46.12,0,0,1199
2604,3.44E+11,Sale,1699,1,4,65.35,0,0,1699
2604,7.1E+11,Sale,1172.5,1,12.5,130.28,502.5,30,1675
2605,8.85E+11,Sale,549,1,4,21.12,0,0,549
2606,6.85E+11,Sale,799,1,4,30.73,0,0,799
2607,8.3E+11,Sale,1540,1,12.5,171.11,660,30,2200
2608,8.3E+11,Sale,4060,1,12.5,451.11,1740,30,5800
2609,8.9E+12,Sale,2450,1,12.5,272.22,1050,30,3500
2609,8.3E+11,Sale,280,1,4,10.77,0,0,280
2609,9.7E+11,Sale,629.3,1,4,24.2,269.7,30,899
2610,91202382810,Sale,1680,1,12.5,186.67,720,30,2400
2610,8.3E+11,Sale,700,1,4,26.92,300,30,1000
2611,8.3E+11,Sale,770,1,4,29.62,330,30,1100
2611,9.7E+11,Sale,1400,1,4,53.85,600,30,2000
2612,9.12E+11,Sale,836.5,1,4,32.17,358.5,30,1195
2613,8.3E+11,Sale,3150,1,12.5,350,1350,30,4500
2614,9.7E+11,Sale,2310,1,12.5,256.67,990,30,3300
2615,8.85E+11,Sale,945,1,12.5,105,405,30,1350
2616,9.7E+11,Sale,3120,1,12.5,346.67,2080,40,5200
2617,8.85E+11,Sale,601,1,4,23.12,0,0,601
2618,8.3E+11,Sale,115.5,1,4,4.44,49.5,30,165
2618,8.85E+12,Sale,979,1,4,37.65,0,0,979
2619,8.3E+11,Sale,2380,1,12.5,264.44,1020,30,3400
2619,9.7E+11,Sale,1199,1,4,46.12,0,0,1199
2620,91202527785,Sale,650,1,4,25,0,0,650
2621,8.85E+11,Sale,300.3,1,4,11.55,128.7,30,429
2621,8.9E+12,Sale,836.5,1,4,32.17,358.5,30,1195
2621,8.23E+11,Sale,299,1,4,11.5,0,0,299
2622,9.7E+11,Sale,979,1,4,37.65,0,0,979
2622,8.3E+11,Sale,766.5,1,4,29.48,328.5,30,1095
2623,8.3E+11,Sale,280,1,4,10.77,0,0,280
2623,9.12E+11,Sale,999,1,4,38.42,0,0,999
2624,6.76E+11,Sale,-570,-1,12.5,63.33,-380,40,950
2625,8.85E+11,Sale,945,1,12.5,105,405,30,1350
2626,8.85E+11,Sale,1490,1,12.5,165.56,0,0,1490
2627,9.7E+11,Sale,560,1,4,21.54,240,30,800
2627,91201502981,Sale,699,1,4,26.88,300,30.03,999
2628,8.3E+11,Sale,2030,1,12.5,225.56,870,30,2900
2629,91203213427,Sale,223.2,1,4,8.58,55.8,20,279
2630,8.3E+11,Sale,945,1,12.5,105,405,30,1350
2631,8.3E+11,Sale,525,1,4,20.19,225,30,750
2632,8.3E+11,Sale,696.5,1,4,26.79,298.5,30,995
2633,91201513895,Sale,1540,1,12.5,171.11,660,30,2200
2634,8.3E+11,Sale,850,1,4,32.69,0,0,850
2635,8.85E+11,Sale,70,1,4,2.69,30,30,100
2635,8.3E+11,Sale,1199,1,4,46.12,0,0,1199
2635,8.23E+11,Sale,175,1,4,6.73,75,30,250
2636,8.9E+12,Sale,660,1,12.5,73.33,440,40,1100
2637,8.85E+11,Sale,99,1,4,3.81,30,23.26,129
2638,8.3E+11,Sale,599,1,12.5,66.56,0,0,599
2639,5E+11,Sale,979,1,4,37.65,0,0,979
2640,9.7E+11,Sale,559.3,1,4,21.51,239.7,30,799
2641,8.3E+11,Sale,210,1,4,8.08,90,30,300
2642,9.7E+11,Sale,350,1,4,13.46,0,0,350
2643,9.7E+11,Sale,2030,1,12.5,225.56,870,30,2900
2644,91203211676,Sale,309,1,4,11.88,0,0,309
2645,8.21E+11,Sale,416.5,1,4,16.02,178.5,30,595
2646,8.9E+12,Sale,1545,1,12.5,171.67,0,0,1545
2647,9.7E+11,Sale,1172.5,1,12.5,130.28,502.5,30,1675
2648,8.9E+12,Sale,1312.5,1,12.5,145.83,562.5,30,1875
2649,6.66E+11,Sale,770,1,4,29.62,330,30,1100
2649,8.3E+11,Sale,-280,-1,4,10.77,0,0,280
2650,8.85E+11,Sale,630,1,4,24.23,270,30,900
2651,9.7E+11,Sale,906.5,1,4,34.87,388.5,30,1295
2651,8.85E+11,Sale,-1090,-1,12.5,121.11,0,0,1090
2652,9.7E+11,Sale,2030,1,12.5,225.56,870,30,2900
2653,9.7E+11,Sale,600,1,4,23.08,0,0,600
2653,8.3E+11,Sale,559.3,1,4,21.51,239.7,30,799
2654,8.3E+11,Sale,660,1,4,25.38,440,40,1100
2655,9.7E+11,Sale,836.5,1,4,32.17,358.5,30,1195
2656,8.3E+11,Sale,542.5,1,12.5,60.28,232.5,30,775
2657,8.9E+12,Sale,1190,1,4,45.77,510,30,1700
2657,9.7E+11,Sale,556.5,1,4,21.4,238.5,30,795
2658,8.85E+11,Sale,448,1,4,17.23,0,0,448
2658,8.3E+11,Sale,945,1,12.5,105,405,30,1350
2659,8.3E+11,Sale,665,1,12.5,73.89,285,30,950
2660,8.3E+11,Sale,115.5,2,4,4.44,99,30,165
2660,8.23E+11,Sale,1312.5,1,12.5,145.83,562.5,30,1875
2661,9.7E+11,Sale,1172.5,1,12.5,130.28,502.5,30,1675
2662,8.3E+11,Sale,1312.5,1,12.5,145.83,562.5,30,1875
2663,8.9E+12,Sale,369,1,4,14.19,0,0,369
2664,9.7E+11,Sale,549,1,4,21.12,0,0,549
2665,9.7E+11,Sale,349,1,4,13.42,150,30.06,499
2666,8.85E+11,Sale,840,1,4,32.31,360,30,1200
2667,91208053981,Sale,699,1,4,26.88,0,0,699
2668,8.3E+11,Sale,1049,1,4,40.35,0,0,1049
2669,91203211690,Sale,1046.5,1,4,40.25,448.5,30,1495
2670,8.3E+11,Sale,486.5,1,4,18.71,208.5,30,695
2671,8.85E+11,Sale,299,1,4,11.5,0,0,299
2672,8.85E+11,Sale,420,1,4,16.15,0,0,420
2673,8.9E+12,Sale,350,1,4,13.46,0,0,350
2674,9.9E+11,Sale,1172.5,1,12.5,130.28,502.5,30,1675
2675,9.7E+11,Sale,1382.5,1,12.5,153.61,592.5,30,1975
2675,8.3E+11,Sale,769,1,4,29.58,330,30.03,1099
2675,8.9E+12,Sale,328.3,1,4,12.63,140.7,30,469
2676,5E+11,Sale,206.5,1,4,7.94,88.5,30,295
2676,5.14E+11,Sale,542.5,1,12.5,60.28,232.5,30,775
2677,8.3E+11,Sale,188.3,1,4,7.24,80.7,30,269
2678,8.3E+11,Sale,766.5,1,4,29.48,328.5,30,1095
2679,8.85E+11,Sale,4130,1,12.5,458.89,1770,30,5900
2679,8.26E+11,Sale,599,1,12.5,66.56,0,0,599
2680,8.3E+11,Sale,250,1,4,9.62,0,0,250
2681,8.9E+12,Sale,766.5,1,4,29.48,328.5,30,1095
2682,8.23E+11,Sale,840,1,4,32.31,360,30,1200
2683,8.85E+11,Sale,-1820,-1,12.5,202.22,-780,30,2600
2684,8.3E+11,Sale,2030,1,12.5,225.56,870,30,2900
2684,8.85E+11,Sale,1172.5,1,12.5,130.28,502.5,30,1675
2685,4E+11,Sale,1382.5,1,12.5,153.61,592.5,30,1975
2685,8.85E+11,Sale,1382.5,1,12.5,153.61,592.5,30,1975
2685,9.1E+11,Sale,1399,1,4,53.81,0,0,1399
2686,9.9E+11,Sale,-1172.5,-1,12.5,130.28,-502.5,30,1675
2686,8.3E+11,Sale,2240,1,12.5,248.89,960,30,3200
2687,9.7E+11,Sale,115.5,1,4,4.44,49.5,30,165
2688,8.3E+11,Sale,1540,1,12.5,171.11,660,30,2200
2688,8.9E+12,Sale,542.5,1,12.5,60.28,232.5,30,775
2689,9.7E+11,Sale,766.5,1,4,29.48,328.5,30,1095
2689,91206313155,Sale,766.5,1,4,29.48,328.5,30,1095
2689,8.3E+11,Sale,770,1,12.5,85.56,330,30,1100
2690,6.85E+11,Sale,2450,1,12.5,272.22,1050,30,3500
2691,91208879826,Sale,693,1,12.5,77,297,30,990
2692,8.85E+11,Sale,979,1,4,37.65,0,0,979
2693,8.9E+12,Sale,-3640,-1,12.5,404.44,-1560,30,5200
2694,8.3E+11,Sale,2660,1,12.5,295.56,1140,30,3800
2694,8.85E+11,Sale,299,1,4,11.5,0,0,299
2694,9.7E+11,Sale,416.5,1,4,16.02,178.5,30,595
2695,8.85E+11,Sale,849,1,4,32.65,0,0,849
2695,91204193896,Sale,328.3,1,4,12.63,140.7,30,469
2695,8.3E+11,Sale,175,1,4,6.73,75,30,250
2696,8.3E+11,Sale,329,1,4,12.65,0,0,329
2697,8.23E+11,Sale,1820,1,12.5,202.22,780,30,2600
2698,9.7E+11,Sale,223.2,1,4,8.58,55.8,20,279
2699,8.3E+11,Sale,979,1,4,37.65,0,0,979
2699,91206113113,Sale,59.5,1,4,2.29,25.5,30,85
2700,8.3E+11,Sale,70,1,4,2.69,30,30,100
2701,8.3E+11,Sale,115.5,1,4,4.44,49.5,30,165
2701,9.7E+11,Sale,542.5,1,12.5,60.28,232.5,30,775
2702,9.7E+11,Sale,314.3,1,4,12.09,134.7,30,449
2703,8.85E+11,Sale,766.5,1,4,29.48,328.5,30,1095
2704,9.7E+11,Sale,556.5,1,4,21.4,238.5,30,795
2705,9.7E+11,Sale,115.5,1,4,4.44,49.5,30,165
2705,8.3E+11,Sale,699,1,4,26.88,300,30.03,999
2706,6.66E+11,Sale,849,1,4,32.65,0,0,849
2706,6.76E+11,Sale,280,1,4,10.77,0,0,280
2706,8.3E+11,Sale,314,1,4,12.08,135,30.07,449
2707,8.3E+11,Sale,279.3,1,4,10.74,119.7,30,399
2707,8.85E+11,Sale,649,1,4,24.96,0,0,649
2708,91208973456,Sale,1540,1,12.5,171.11,660,30,2200
2709,91206084895,Sale,1199,1,4,46.12,0,0,1199
2709,8.3E+11,Sale,328.3,1,4,12.63,140.7,30,469
2710,8.85E+11,Sale,629.3,1,4,24.2,269.7,30,899
2711,9.9E+11,Sale,2660,1,12.5,295.56,1140,30,3800
2711,91203168246,Sale,115.5,1,4,4.44,49.5,30,165
2711,8.3E+11,Sale,1399,1,4,53.81,0,0,1399
2712,8.85E+11,Sale,2030,1,12.5,225.56,870,30,2900
2713,91202959623,Sale,1172.5,1,12.5,130.28,502.5,30,1675
2714,9.7E+11,Sale,2450,1,12.5,272.22,1050,30,3500
2714,8.9E+12,Sale,3640,1,12.5,404.44,1560,30,5200
2715,8.3E+11,Sale,350,1,4,13.46,0,0,350
2716,8.9E+12,Sale,1199,1,4,46.12,0,0,1199
2716,6.4E+11,Sale,979,1,4,37.65,0,0,979
2717,8.9E+12,Sale,559,1,4,21.5,240,30.04,799
2718,8.26E+11,Sale,223.2,1,4,8.58,55.8,20,279
2718,9.12E+11,Sale,1399,1,4,53.81,0,0,1399
2719,8.3E+11,Sale,314,1,4,12.08,0,0,314
2720,8.85E+11,Sale,299,1,4,11.5,0,0,299
2720,8.9E+12,Sale,486.5,1,4,18.71,208.5,30,695
2721,8.3E+11,Sale,115.5,1,4,4.44,49.5,30,165
2722,8.9E+12,Sale,2450,1,12.5,272.22,1050,30,3500
2723,8.9E+12,Sale,629.3,1,4,24.2,269.7,30,899
2724,9.7E+11,Sale,849,1,4,32.65,0,0,849
2724,8.3E+11,Sale,945,1,12.5,105,405,30,1350
2725,91208879833,Sale,276.5,1,4,10.63,118.5,30,395
2725,8.3E+11,Sale,115.5,1,4,4.44,49.5,30,165
2726,8.85E+11,Sale,1820,1,12.5,202.22,780,30,2600
2726,8.9E+12,Sale,2030,1,12.5,225.56,870,30,2900
2726,8.3E+11,Sale,591.5,1,4,22.75,253.5,30,845
2727,8.85E+11,Sale,328.3,1,4,12.63,140.7,30,469
2728,8.9E+12,Sale,693,1,12.5,77,297,30,990
2729,9.7E+11,Sale,344,1,4,13.23,0,0,344
2730,91207738049,Sale,700,1,4,26.92,0,0,700
2731,8.3E+11,Sale,850,1,4,32.69,0,0,850
2732,8.3E+11,Sale,1199,1,4,46.12,0,0,1199
2733,8.3E+11,Sale,999,1,4,38.42,0,0,999
2733,6.6E+11,Sale,276.5,1,4,10.63,118.5,30,395
2733,5E+11,Sale,2660,1,12.5,295.56,1140,30,3800
2734,8.3E+11,Sale,-2170,-1,12.5,241.11,-930,30,3100
2734,9.7E+11,Sale,1382.5,1,12.5,153.61,592.5,30,1975
2735,8.85E+11,Sale,349.3,1,4,13.43,149.7,30,499
2736,91203817977,Sale,630,1,4,24.23,270,30,900
2736,9.7E+11,Sale,766.5,1,4,29.48,328.5,30,1095
2737,4E+11,Sale,4060,1,12.5,451.11,1740,30,5800
2737,8.9E+12,Sale,420,1,4,16.15,180,30,600
2737,91208929835,Sale,1312.5,1,12.5,145.83,562.5,30,1875
2738,8.23E+11,Sale,559,1,4,21.5,240,30.04,799
2738,8.9E+12,Sale,489,1,4,18.81,210,30.04,699
2739,8.85E+11,Sale,1312.5,1,12.5,145.83,562.5,30,1875
2740,8.3E+11,Sale,480,1,12.5,53.33,320,40,800
2741,8.9E+12,Sale,1382.5,1,12.5,153.61,592.5,30,1975
2742,8.85E+11,Sale,350,1,4,13.46,0,0,350
2743,8.85E+11,Sale,1172.5,1,12.5,130.28,502.5,30,1675
2743,8.9E+12,Sale,1820,1,12.5,202.22,780,30,2600
2744,8.9E+12,Sale,693,1,12.5,77,297,30,990
2745,8.3E+11,Sale,649,1,4,24.96,0,0,649
2746,9.12E+11,Sale,489.3,1,4,18.82,209.7,30,699
2747,9.7E+11,Sale,416.5,1,4,16.02,178.5,30,595
2747,5E+11,Sale,1500,1,4,57.69,0,0,1500
2748,8.9E+12,Sale,979,1,4,37.65,0,0,979
2748,9.7E+11,Sale,350,1,4,13.46,0,0,350
2748,8.3E+11,Sale,299,1,4,11.5,0,0,299
2749,8.3E+11,Sale,314.3,1,4,12.09,134.7,30,449
2750,8.3E+11,Sale,420,1,4,16.15,0,0,420
2751,9.7E+11,Sale,486.5,1,4,18.71,208.5,30,695
2751,6.66E+11,Sale,2660,1,12.5,295.56,1140,30,3800
2751,8.9E+12,Sale,2660,1,12.5,295.56,1140,30,3800
2752,8.9E+12,Sale,-2310,-1,12.5,256.67,-990,30,3300
2753,91209070260,Sale,2450,1,12.5,272.22,1050,30,3500
2754,8.3E+11,Sale,346.5,1,4,13.33,148.5,30,495
2755,8.3E+11,Sale,1820,1,12.5,202.22,780,30,2600
2755,91208501598,Sale,693,1,12.5,77,297,30,990
2756,8.9E+12,Sale,280,1,4,10.77,0,0,280
2756,5E+11,Sale,249,1,4,9.58,0,0,249
2757,9.7E+11,Sale,559,1,4,21.5,240,30.04,799
2758,9.1E+11,Sale,1399,1,4,53.81,0,0,1399
2758,9.7E+11,Sale,-280,-1,4,10.77,0,0,280
2759,8.9E+12,Sale,1382.5,1,12.5,153.61,592.5,30,1975
2759,8.3E+11,Sale,696.5,1,4,26.79,298.5,30,995
2759,6.66E+11,Sale,766.5,1,4,29.48,328.5,30,1095
2760,8.3E+11,Sale,849,1,4,32.65,0,0,849
2761,9.7E+11,Sale,350,1,4,13.46,0,0,350
2762,8.26E+11,Sale,696.5,1,4,26.79,298.5,30,995
2763,9.9E+11,Sale,280,1,4,10.77,0,0,280
2763,8.3E+11,Sale,420,1,4,16.15,0,0,420
2763,8.9E+12,Sale,489,1,4,18.81,210,30.04,699
2764,8.3E+11,Sale,4830,1,12.5,536.67,2070,30,6900
2765,8.85E+11,Sale,223.2,1,4,8.58,55.8,20,279
2765,8.3E+11,Sale,350,1,4,13.46,0,0,350
2766,9.7E+11,Sale,1312.5,1,12.5,145.83,562.5,30,1875
2767,91209070246,Sale,420,1,4,16.15,0,0,420
2767,8.3E+11,Sale,280,1,4,10.77,0,0,280
2768,91205098398,Sale,700,1,4,26.92,0,0,700
2769,8.3E+11,Sale,-1399,-1,4,53.81,0,0,1399
2770,8.26E+11,Sale,458,1,4,17.62,0,0,458
2771,9.7E+11,Sale,696.5,1,4,26.79,298.5,30,995
2772,8.3E+11,Sale,1820,1,12.5,202.22,780,30,2600
2773,9.7E+11,Sale,693,1,12.5,77,297,30,990
2773,8.3E+11,Sale,542.5,1,12.5,60.28,232.5,30,775
2774,8.83E+11,Sale,350,1,12.5,38.89,150,30,500
2775,8.9E+12,Sale,559.3,1,4,21.51,239.7,30,799
2776,8.9E+12,Sale,299,1,4,11.5,0,0,299
2776,9.7E+11,Sale,1820,1,12.5,202.22,780,30,2600
2777,8.85E+11,Sale,570,1,4,21.92,380,40,950
2778,8.3E+11,Sale,2940,1,12.5,326.67,1260,30,4200
2779,8.3E+11,Sale,279,1,4,10.73,120,30.08,399
2780,8.3E+11,Sale,350,1,4,13.46,0,0,350
2780,91201513895,Sale,1382.5,1,12.5,153.61,592.5,30,1975
2780,5E+11,Sale,499,1,4,19.19,0,0,499
2781,9.7E+11,Sale,2320,1,12.5,257.78,580,20,2900
2781,8.3E+11,Sale,2660,1,12.5,295.56,1140,30,3800
2782,8.3E+11,Sale,1399,1,4,53.81,0,0,1399
2782,9.7E+11,Sale,329,1,4,12.65,0,0,329
2782,91208500133,Sale,1312.5,1,12.5,145.83,562.5,30,1875
2783,8.3E+11,Sale,314,1,4,12.08,0,0,314
2784,91205674776,Sale,276.5,1,4,10.63,118.5,30,395
2785,8.3E+11,Sale,1172.5,1,12.5,130.28,502.5,30,1675
2786,9.1E+11,Sale,2030,1,12.5,225.56,870,30,2900
2786,9.7E+11,Sale,560,1,4,21.54,240,30,800
2787,65965865084,Sale,1199,1,4,46.12,0,0,1199
2787,9.7E+11,Sale,276.5,1,4,10.63,118.5,30,395
2788,8.9E+12,Sale,2030,1,12.5,225.56,870,30,2900
2788,9.7E+11,Sale,-2940,-1,12.5,326.67,-1260,30,4200
2789,8.85E+11,Sale,1189.3,1,4,45.74,509.7,30,1699
2790,9.7E+11,Sale,1172.5,1,12.5,130.28,502.5,30,1675
2791,8.3E+11,Sale,280,1,4,10.77,0,0,280
2792,8.3E+11,Sale,350,1,4,13.46,0,0,350
2793,9.7E+11,Sale,849,1,4,32.65,0,0,849
2794,9.7E+11,Sale,280,1,4,10.77,0,0,280
2794,8.9E+12,Sale,1312.5,1,12.5,145.83,562.5,30,1875
2795,91201513901,Sale,979,1,4,37.65,0,0,979
2795,91209711897,Sale,2030,1,12.5,225.56,870,30,2900
2796,9.7E+11,Sale,276.5,1,4,10.63,118.5,30,395
2797,9.7E+11,Sale,696.5,1,4,26.79,298.5,30,995
2798,6.77E+11,Sale,696.5,1,4,26.79,298.5,30,995
2799,9.9E+11,Sale,906.5,1,4,34.87,388.5,30,1295
2800,8.3E+11,Sale,1820,2,12.5,202.22,1560,30,2600
2801,8.23E+11,Sale,1382.5,1,12.5,153.61,592.5,30,1975
2802,8.85E+11,Sale,696.5,1,4,26.79,298.5,30,995
2803,91207995398,Sale,693,1,12.5,77,297,30,990
2804,8.85E+12,Sale,849,1,4,32.65,0,0,849
2805,8.85E+11,Sale,384.3,1,4,14.78,164.7,30,549
2806,8.9E+12,Sale,419,1,4,16.12,180,30.05,599
2806,8.85E+11,Sale,349,1,4,13.42,150,30.06,499
2806,8.3E+11,Sale,542.5,1,12.5,60.28,232.5,30,775
2807,8.3E+11,Sale,-276.5,-1,4,10.63,-118.5,30,395
2808,8.3E+11,Sale,329,1,4,12.65,0,0,329
2809,8.3E+11,Sale,799,1,4,30.73,0,0,799
2809,6.66E+11,Sale,1382.5,1,12.5,153.61,592.5,30,1975
2810,8.3E+11,Sale,299,1,4,11.5,0,0,299
2811,9.7E+11,Sale,766.5,1,4,29.48,328.5,30,1095
2811,8.9E+12,Sale,489.3,1,4,18.82,209.7,30,699
2812,8.85E+11,Sale,314.3,1,4,12.09,134.7,30,449
2813,9.7E+11,Sale,629.3,1,4,24.2,269.7,30,899
2814,8.85E+11,Sale,206.5,1,4,7.94,88.5,30,295
2815,9.7E+11,Sale,629.3,1,4,24.2,269.7,30,899
2816,9.7E+11,Sale,-560,-1,4,21.54,-240,30,800
2816,8.9E+12,Sale,420,1,4,16.15,180,30,600
2817,8.3E+11,Sale,276.5,1,4,10.63,118.5,30,395
2818,9.7E+11,Sale,693,1,12.5,77,297,30,990
2819,8.3E+11,Sale,349,1,4,13.42,150,30.06,499
2819,8.85E+11,Sale,979,1,4,37.65,0,0,979
2820,91203816253,Sale,329,1,4,12.65,0,0,329
2821,8.85E+11,Sale,1820,1,12.5,202.22,780,30,2600
2822,91208503318,Sale,849,1,4,32.65,0,0,849
2822,9.7E+11,Sale,849,1,4,32.65,0,0,849
2823,9.7E+11,Sale,979,1,4,37.65,0,0,979
2823,91208088594,Sale,2030,1,12.5,225.56,870,30,2900
2824,8.3E+11,Sale,700,1,4,26.92,0,0,700
2825,9.7E+11,Sale,1399,1,4,53.81,0,0,1399
2826,91203168246,Sale,1046.5,1,4,40.25,448.5,30,1495
2826,9.9E+11,Sale,329,1,4,12.65,0,0,329
2826,8.83E+11,Sale,-687,-1,4,26.42,0,0,687
2827,8.85E+11,Sale,-713,-1,4,27.42,0,0,713
2828,9.7E+11,Sale,-490,-1,4,18.85,-210,30,700
2829,91208880914,Sale,-416.5,-1,4,16.02,-178.5,30,595
2830,8.9E+12,Sale,1820,1,12.5,202.22,780,30,2600
2830,9.7E+11,Sale,850,1,4,32.69,0,0,850
2831,9.7E+11,Sale,976.5,1,4,37.56,418.5,30,1395
2832,8.3E+11,Sale,979,1,4,37.65,0,0,979
2833,6.85E+11,Sale,1172.5,1,12.5,130.28,502.5,30,1675
