CustomerKey,MaritalStatus,YearlyIncome,TotalChildren,ChildrenAtHome,HouseOwnerFlag,NumberCarsOwned,Age,BikeBuyer
14816,M,40000,1,0,1,0,48,0
14817,M,40000,1,0,1,0,48,0
14818,S,30000,2,2,1,2,49,1
14819,M,30000,2,2,0,2,49,1
14820,M,40000,1,0,1,0,49,0
14821,M,40000,1,0,1,0,50,0
14822,S,30000,3,3,1,0,50,1
14823,S,30000,3,3,1,0,50,1
14824,S,30000,3,3,1,1,50,1
14825,S,20000,0,0,0,1,37,0
14826,M,20000,4,4,0,2,34,0
14827,S,30000,3,3,1,1,35,1
14828,S,30000,3,3,1,1,34,0
14829,S,30000,3,3,1,2,36,0
14830,M,40000,1,0,1,0,50,1
14831,M,40000,1,0,1,0,51,1
14832,M,40000,1,0,1,0,50,1
14833,S,30000,1,0,1,1,51,1
14834,S,30000,4,4,1,1,36,1
14835,S,30000,4,4,1,1,35,0
14836,M,30000,4,4,0,2,36,0
14837,S,30000,0,0,1,1,36,0
14838,S,30000,0,0,0,1,36,1
14839,S,30000,0,0,0,1,36,0
14840,S,30000,0,0,0,1,36,0
14841,M,20000,2,0,1,1,102,0
14842,S,20000,0,0,0,1,38,0
14843,S,20000,0,0,0,1,38,1
14844,S,20000,0,0,0,1,39,0
14845,S,10000,0,0,0,2,39,0
14846,S,20000,0,0,1,2,39,1
14847,S,20000,0,0,0,2,40,1
14848,S,30000,0,0,0,1,38,1
14849,S,30000,0,0,0,1,38,0
14850,S,10000,0,0,0,2,41,0
14851,S,20000,0,0,1,2,41,1
14852,S,60000,0,0,0,2,35,1
14853,M,20000,2,1,1,2,66,0
14854,S,20000,2,1,1,2,65,0
14855,S,30000,3,0,1,2,65,1
14856,S,40000,0,0,1,2,36,0
14857,M,20000,2,1,1,2,65,0
14858,M,30000,3,0,0,2,62,0
14859,M,30000,3,0,0,2,62,0
14860,M,40000,2,0,0,2,61,0
14861,S,40000,2,2,1,1,43,1
14862,S,40000,2,2,1,2,42,0
14863,S,40000,2,2,1,2,42,0
14864,S,40000,2,2,1,2,42,0
14865,S,40000,2,2,1,2,43,0
14866,S,40000,2,2,1,2,43,0
14867,S,40000,3,3,1,0,38,1
14868,S,40000,3,3,1,0,38,1
14869,S,40000,3,3,1,1,38,0
14870,S,40000,3,3,1,2,40,0
14871,S,40000,3,3,1,2,40,1
14872,M,30000,0,0,1,0,40,0
14873,M,30000,0,0,1,0,40,0
14874,S,40000,3,3,1,2,38,1
14875,S,40000,3,3,1,2,38,1
14876,M,40000,1,0,1,1,83,0
14877,S,60000,0,0,0,0,47,1
14878,M,60000,0,0,0,0,48,0
14879,S,60000,0,0,1,0,47,1
14880,M,30000,1,0,1,1,61,1
14881,M,30000,1,0,1,1,60,1
14882,M,30000,1,0,1,1,60,1
14883,M,30000,1,0,1,1,61,1
14884,M,30000,1,0,1,1,61,1
14885,M,20000,3,0,0,2,60,1
14886,S,20000,3,0,1,2,59,1
14887,M,30000,1,0,1,1,60,0
14888,M,30000,1,0,1,1,59,1
14889,M,30000,1,0,1,1,59,0
14890,M,30000,1,0,1,1,59,0
14891,M,40000,1,0,1,1,59,1
14892,M,40000,1,0,1,1,59,1
14893,M,40000,1,0,1,1,59,1
14894,M,40000,1,0,1,1,58,1
14895,M,40000,1,0,1,1,58,1
14896,M,40000,1,0,1,1,58,1
14897,M,40000,1,0,1,1,57,0
14898,M,40000,1,0,1,1,58,0
14899,M,40000,1,0,1,1,57,0
14900,M,40000,1,0,1,1,57,1
14901,M,40000,1,0,1,1,57,0
14902,M,40000,1,0,1,1,57,1
14903,M,40000,1,0,1,1,58,0
14904,M,40000,1,0,1,1,57,0
14905,M,40000,1,0,1,1,58,0
14906,M,40000,1,0,1,1,57,0
14907,M,40000,1,0,1,1,58,0
14908,M,40000,1,0,1,1,57,0
14909,M,40000,1,0,1,1,57,0
14910,M,40000,1,0,1,1,56,1
14911,M,40000,1,0,1,1,57,1
14912,M,40000,1,0,1,1,56,1
14913,M,40000,1,0,1,1,56,1
14914,M,40000,1,0,1,1,56,1
14915,M,40000,1,0,1,1,56,1
14916,S,80000,4,0,1,0,55,0
14917,M,80000,4,0,1,0,56,0
14918,S,80000,4,0,1,0,55,0
14919,M,80000,4,0,1,0,55,0
14920,M,60000,4,0,1,0,54,0
14921,S,60000,4,0,0,0,54,0
14922,S,60000,4,0,0,0,54,0
14923,S,20000,1,1,0,0,46,0
14924,M,20000,1,1,1,1,45,0
14925,M,30000,1,0,1,0,45,1
14926,M,30000,1,0,1,0,46,1
14927,M,30000,1,0,1,0,45,1
14928,M,30000,1,0,1,0,46,1
14929,M,30000,1,1,1,0,45,1
14930,S,30000,1,1,0,0,45,1
14931,M,40000,0,0,1,0,45,1
14932,M,20000,1,1,1,1,46,0
14933,M,20000,1,1,1,1,47,0
14934,S,30000,1,1,0,0,47,0
14935,S,30000,1,1,0,0,46,0
14936,S,30000,1,1,0,1,47,0
14937,S,10000,4,4,1,1,47,1
14938,S,20000,1,1,0,1,47,0
14939,M,40000,0,0,1,0,46,1
14940,M,40000,0,0,0,0,47,1
14941,S,20000,2,2,1,0,47,1
14942,S,30000,1,1,0,1,48,0
14943,M,30000,1,1,1,1,47,0
14944,S,10000,5,3,1,2,48,1
14945,S,10000,5,3,1,2,48,1
14946,S,20000,2,2,1,1,48,1
14947,S,20000,2,2,1,1,49,1
14948,M,30000,1,1,1,2,49,1
14949,M,30000,1,1,1,2,49,1
14950,S,10000,3,2,1,2,49,1
14951,M,30000,1,1,1,2,49,1
14952,M,30000,1,1,1,2,49,1
14953,S,10000,3,2,1,2,50,0
14954,S,10000,3,2,1,2,51,0
14955,M,20000,3,3,0,1,51,0
14956,S,20000,4,4,1,0,51,1
14957,S,20000,4,4,1,1,50,1
14958,M,40000,0,0,1,0,47,0
14959,S,30000,2,2,1,0,51,0
14960,S,30000,2,2,1,1,48,1
14961,M,40000,1,0,1,0,48,0
14962,M,40000,1,0,1,0,48,0
14963,M,40000,1,0,1,0,49,0
14964,M,40000,1,0,1,0,48,0
14965,M,30000,2,2,0,2,49,1
14966,S,30000,2,2,1,2,49,1
14967,S,30000,2,2,1,2,49,1
14968,M,40000,1,0,1,0,49,0
14969,S,30000,3,3,1,0,51,1
14970,M,20000,0,0,0,1,37,0
14971,M,20000,4,4,0,2,35,0
14972,S,30000,3,3,1,1,34,0
14973,S,30000,3,3,1,1,34,0
14974,S,30000,3,3,1,2,34,0
14975,M,40000,1,0,1,0,50,1
14976,M,40000,1,0,1,1,51,1
14977,S,30000,3,3,1,2,36,0
14978,S,30000,4,4,1,1,36,1
14979,S,30000,4,4,1,1,36,1
14980,S,30000,4,4,1,2,35,0
14981,S,30000,4,4,1,3,36,0
14982,M,30000,4,4,0,3,35,0
14983,S,30000,4,4,1,3,35,0
14984,S,30000,5,5,1,1,35,1
14985,S,20000,0,0,0,1,36,0
14986,M,20000,0,0,0,1,37,0
14987,S,20000,0,0,0,1,37,0
14988,M,10000,0,0,1,2,39,0
14989,S,20000,0,0,0,1,37,0
14990,S,30000,0,0,0,1,38,1
14991,S,30000,0,0,0,1,38,1
14992,M,20000,2,0,1,1,101,0
14993,S,20000,0,0,1,1,38,0
14994,S,20000,0,0,0,1,38,0
14995,S,20000,0,0,0,2,39,1
14996,S,30000,0,0,0,1,38,0
14997,M,30000,0,0,0,1,38,1
14998,S,20000,0,0,0,2,39,1
14999,S,10000,0,0,1,2,40,0
15000,S,10000,0,0,0,2,40,0
15001,S,10000,0,0,0,2,41,0
15002,S,20000,0,0,0,2,41,1
15003,S,20000,0,0,0,2,40,1
15004,S,20000,0,0,1,2,40,1
15005,S,60000,0,0,0,2,35,1
15006,M,70000,0,0,1,2,35,1
15007,S,40000,0,0,0,2,36,0
15008,M,40000,0,0,0,2,36,0
15009,S,30000,0,0,1,2,36,0
15010,M,30000,0,0,1,2,36,0
15011,S,60000,0,0,1,2,36,0
15012,M,60000,0,0,1,2,37,0
15013,S,60000,0,0,0,2,37,0
15014,M,30000,3,0,0,2,64,1
15015,M,30000,3,0,0,2,63,1
15016,S,40000,0,0,0,2,34,1
15017,S,20000,0,0,0,2,33,1
15018,M,30000,3,0,0,2,62,0
15019,S,30000,3,0,1,2,63,0
15020,M,30000,3,0,0,2,62,0
15021,M,30000,3,0,0,2,63,0
15022,M,40000,2,0,0,2,62,1
15023,M,70000,0,0,1,2,34,1
15024,M,30000,3,0,1,2,61,0
15025,S,40000,2,0,1,2,61,0
15026,S,40000,2,0,1,2,61,0
15027,M,40000,3,0,1,2,60,1
15028,S,10000,0,0,0,1,34,1
15029,S,10000,0,0,1,1,34,1
15030,M,20000,0,0,1,0,33,1
15031,M,10000,0,0,1,1,37,0
15032,S,10000,1,1,0,0,37,1
15033,S,10000,1,1,0,0,37,1
15034,S,10000,1,1,0,0,34,0
15035,S,10000,1,1,0,0,35,1
15036,S,20000,0,0,1,0,34,1
15037,S,20000,0,0,1,0,34,1
15038,M,20000,0,0,1,0,35,1
15039,S,10000,1,1,0,0,37,0
15040,M,10000,1,1,1,0,36,1
15041,M,10000,1,1,1,0,36,1
15042,S,20000,0,0,0,0,37,1
15043,S,20000,0,0,1,0,36,1
15044,S,20000,0,0,1,0,36,1
15045,M,20000,2,0,1,0,70,0
15046,M,40000,1,0,1,0,70,1
15047,M,30000,3,0,1,0,52,1
15048,M,30000,3,0,1,0,52,1
15049,S,10000,1,1,0,1,54,0
15050,S,20000,1,1,0,0,53,1
15051,S,20000,1,1,0,0,53,1
15052,M,20000,1,1,1,0,53,0
15053,S,10000,1,1,0,1,54,0
15054,S,20000,2,0,1,1,55,1
15055,M,20000,2,0,1,1,54,1
15056,M,20000,2,0,1,1,55,1
15057,S,20000,2,0,1,1,54,0
15058,M,30000,3,0,1,0,54,1
15059,M,30000,3,0,1,0,54,1
15060,S,20000,2,0,1,1,55,0
15061,M,30000,3,0,1,0,53,1
15062,S,30000,3,0,1,0,53,1
15063,M,30000,3,0,1,0,53,1
15064,M,30000,3,0,1,0,53,1
15065,S,10000,1,1,0,1,43,0
15066,M,10000,1,1,1,1,44,0
15067,S,10000,2,2,1,0,44,1
15068,S,20000,0,0,0,1,44,0
15069,S,20000,0,0,1,1,44,0
15070,S,10000,2,2,1,0,45,1
15071,S,30000,0,0,1,0,43,1
15072,S,30000,0,0,1,0,43,1
15073,M,30000,0,0,1,0,43,1
15074,M,10000,3,0,0,2,94,0
15075,M,10000,3,0,0,2,93,0
15076,M,20000,0,0,0,1,44,0
15077,M,30000,0,0,1,0,44,1
15078,S,30000,0,0,0,0,44,1
15079,M,30000,0,0,1,0,44,1
15080,M,40000,0,0,1,0,44,1
15081,M,40000,0,0,1,0,44,1
15082,M,40000,0,0,1,0,44,1
15083,M,40000,0,0,1,0,44,1
15084,S,40000,0,0,1,0,44,1
15085,S,40000,0,0,1,0,44,1
15086,S,50000,0,0,1,0,45,1
15087,S,50000,0,0,0,0,44,1
15088,S,50000,0,0,1,0,45,1
15089,M,50000,0,0,1,0,44,1
15090,S,10000,2,1,1,2,60,0
15091,M,20000,1,1,1,0,46,0
15092,M,80000,3,2,1,1,59,0
15093,M,70000,5,1,1,2,70,1
15094,M,70000,5,1,1,2,70,1
15095,M,70000,5,1,0,2,69,1
15096,M,80000,5,0,1,2,68,0
15097,M,110000,3,4,1,4,68,1
15098,S,80000,5,0,0,2,68,0
15099,S,80000,5,0,1,2,67,0
15100,M,110000,3,4,0,4,67,1
15101,S,120000,4,5,1,1,67,1
15102,M,130000,4,4,1,4,67,0
15103,M,80000,4,2,1,2,61,0
15104,M,80000,4,2,1,2,61,0
15105,M,100000,3,4,1,3,59,0
15106,M,170000,3,4,1,4,59,1
15107,M,90000,4,2,1,2,60,0
15108,M,130000,4,5,1,2,60,0
15109,M,80000,4,1,1,2,61,0
15110,M,100000,3,4,1,4,62,0
15111,M,80000,4,1,1,3,62,0
15112,M,80000,4,1,1,3,62,0
15113,M,80000,5,2,1,2,62,0
15114,M,110000,4,5,1,2,62,1
15115,S,90000,4,1,1,3,63,0
15116,M,100000,3,4,0,4,63,1
15117,M,100000,3,4,1,4,64,1
15118,M,170000,5,5,1,4,64,1
15119,M,120000,5,5,1,4,66,0
15120,M,70000,0,0,1,2,38,1
15121,S,70000,0,0,0,3,37,1
15122,S,70000,0,0,1,3,37,1
15123,S,70000,0,0,1,3,38,0
15124,S,60000,0,0,1,4,39,0
15125,S,80000,0,0,0,3,39,0
15126,S,80000,0,0,1,3,39,0
15127,S,90000,0,0,0,2,39,1
15128,S,70000,0,0,0,4,39,0
15129,M,90000,0,0,0,3,40,1
15130,S,90000,0,0,0,3,40,1
15131,S,80000,0,0,1,3,42,0
15132,M,100000,0,5,1,2,41,0
15133,M,120000,5,5,1,4,40,1
15134,S,90000,0,0,1,3,41,1
15135,S,90000,0,0,0,3,42,1
15136,M,100000,0,5,0,3,41,0
15137,M,100000,0,5,1,3,41,0
15138,S,100000,0,5,1,3,41,0
15139,M,80000,0,0,0,4,42,0
15140,S,80000,0,0,0,4,42,0
15141,S,80000,0,0,1,4,42,0
15142,M,130000,4,5,1,4,41,0
15143,M,90000,0,0,1,4,42,1
15144,S,90000,0,0,1,4,43,1
15145,S,90000,0,0,1,4,42,1
15146,M,100000,0,5,1,4,42,0
15147,M,100000,0,5,1,4,43,0
15148,M,90000,0,0,1,4,43,0
15149,M,90000,0,0,0,4,43,0
15150,M,110000,0,5,0,4,43,1
15151,M,110000,0,5,1,4,42,1
15152,M,110000,0,5,1,4,42,1
15153,M,110000,0,5,0,4,42,0
15154,M,130000,0,5,1,4,42,0
15155,M,70000,5,0,1,2,72,1
15156,M,90000,5,0,1,2,73,0
15157,M,100000,2,3,1,3,73,0
15158,M,100000,2,3,1,3,72,0
15159,M,100000,2,3,1,3,72,0
15160,M,80000,5,0,1,2,72,0
15161,S,90000,5,0,1,2,71,0
15162,M,100000,2,3,1,3,71,0
15163,M,100000,2,3,1,3,71,0
15164,M,100000,2,3,1,3,70,0
15165,M,100000,2,3,1,3,70,0
15166,M,130000,2,3,1,4,70,1
15167,M,130000,2,3,1,4,71,1
15168,M,70000,4,0,1,2,69,0
15169,M,40000,3,0,1,2,61,1
15170,M,80000,2,0,1,2,59,1
15171,S,80000,2,0,1,2,59,1
15172,S,30000,0,0,1,2,39,0
15173,S,30000,0,0,1,2,38,0
15174,S,30000,0,0,1,2,39,0
15175,S,70000,0,0,1,2,40,1
15176,M,70000,0,0,1,2,41,1
15177,S,70000,0,0,0,2,40,0
15178,M,80000,2,0,1,2,58,1
15179,S,70000,2,0,0,2,58,1
15180,S,70000,2,0,1,2,58,1
15181,S,70000,2,0,1,2,57,1
15182,S,70000,2,0,1,2,57,1
15183,S,70000,2,0,0,2,57,1
15184,S,130000,0,1,1,1,55,1
15185,M,130000,0,1,1,1,55,1
15186,M,130000,0,1,1,2,55,0
15187,S,80000,0,0,0,1,40,1
15188,S,60000,0,0,1,2,40,1
15189,M,60000,0,0,1,2,39,1
15190,S,60000,0,0,0,2,39,0
15191,S,60000,0,0,0,2,39,1
15192,S,130000,0,1,0,3,54,1
15193,S,120000,2,2,1,3,48,1
15194,S,120000,2,2,0,3,47,1
15195,S,120000,2,2,1,3,47,1
15196,S,120000,2,2,1,4,47,1
15197,M,60000,2,0,0,2,56,0
15198,M,60000,2,0,0,2,56,0
15199,M,70000,3,2,1,0,57,1
15200,M,70000,3,2,1,0,57,1
15201,S,90000,2,0,1,1,57,1
15202,M,90000,2,0,1,1,56,0
15203,M,90000,2,0,1,1,56,1
15204,M,90000,4,4,1,0,46,1
15205,S,90000,4,4,1,0,46,1
15206,M,90000,4,4,0,0,47,0
15207,S,100000,0,0,1,0,46,1
15208,M,60000,1,0,1,1,51,1
15209,M,60000,1,0,1,1,51,1
15210,S,60000,1,0,1,1,51,1
15211,S,60000,1,0,0,1,53,1
15212,M,60000,1,0,1,1,52,0
15213,M,60000,1,0,1,1,52,1
15214,S,100000,0,0,0,1,47,1
15215,S,100000,0,0,0,1,47,1
15216,M,60000,1,0,1,1,53,0
15217,S,60000,1,0,1,1,54,0
15218,S,70000,0,0,1,1,48,1
15219,S,70000,0,0,0,1,49,1
15220,S,70000,0,0,0,1,49,1
15221,S,70000,0,0,0,1,50,1
15222,M,70000,0,0,0,1,49,0
15223,S,70000,0,0,1,1,49,1
15224,S,70000,0,0,0,1,50,0
15225,M,90000,1,0,1,1,54,1
15226,S,70000,0,0,0,2,50,1
15227,S,70000,0,0,1,2,50,1
15228,M,70000,0,0,0,2,50,1
15229,M,60000,1,0,1,1,51,1
15230,M,70000,5,4,1,2,51,0
15231,M,70000,5,4,0,2,52,0
15232,S,60000,1,0,1,1,52,0
15233,M,70000,5,4,1,3,53,0
15234,S,100000,4,0,1,1,55,0
15235,M,60000,3,2,1,2,53,0
15236,M,70000,5,4,1,3,53,0
15237,M,70000,5,4,0,3,53,0
15238,M,70000,1,0,1,1,57,0
15239,M,70000,1,0,1,1,57,0
15240,M,40000,2,0,1,1,60,0
15241,M,40000,2,0,1,1,60,0
15242,M,40000,2,0,1,1,60,0
15243,M,30000,0,0,1,2,37,0
15244,M,30000,0,0,1,2,37,0
15245,M,30000,0,0,1,2,37,0
15246,M,30000,0,0,1,2,38,0
15247,S,40000,0,0,0,2,38,0
15248,M,40000,0,0,1,2,37,0
15249,S,30000,0,0,0,2,34,0
15250,S,30000,0,0,0,2,33,0
15251,S,30000,0,0,1,2,34,0
15252,M,40000,0,0,1,2,34,1
15253,M,10000,5,0,1,2,67,0
15254,M,40000,0,0,0,2,34,1
15255,M,40000,0,0,1,2,35,1
15256,S,40000,0,0,0,2,36,1
15257,S,40000,0,0,1,2,36,0
15258,M,40000,0,0,1,2,35,0
15259,S,30000,0,0,0,2,36,0
15260,S,30000,0,0,1,2,36,0
15261,M,40000,2,0,0,2,74,0
15262,M,30000,2,0,0,2,73,1
15263,M,30000,2,0,0,2,73,0
15264,M,30000,2,0,0,2,73,0
15265,S,40000,2,0,1,2,73,1
15266,M,40000,2,0,1,2,73,1
15267,M,40000,2,0,0,2,71,1
15268,S,60000,2,0,1,1,71,1
15269,M,40000,0,0,1,2,37,0
15270,S,40000,0,0,0,2,37,0
15271,S,40000,0,0,1,2,37,0
15272,S,40000,0,0,0,2,37,0
15273,S,40000,0,0,1,1,37,0
15274,S,40000,0,0,1,1,37,0
15275,M,40000,0,0,1,1,37,0
15276,S,30000,0,0,0,1,39,1
15277,S,30000,0,0,0,1,39,0
15278,S,30000,0,0,1,1,39,0
15279,S,30000,0,0,0,1,39,0
15280,S,80000,0,0,0,1,45,1
15281,S,110000,0,1,1,1,46,0
15282,M,80000,4,3,1,0,50,0
15283,S,40000,0,0,0,0,41,1
15284,S,40000,0,0,0,0,42,1
15285,S,40000,0,0,1,0,42,0
15286,M,50000,0,0,1,0,40,0
15287,S,50000,1,0,1,0,40,1
15288,M,50000,1,0,1,0,41,1
15289,M,40000,1,0,1,0,42,1
15290,M,50000,1,0,0,0,41,1
15291,S,60000,1,0,1,0,42,1
15292,S,60000,1,0,1,0,42,0
15293,M,60000,1,0,1,0,43,0
15294,M,60000,1,1,1,0,42,0
15295,M,60000,1,1,1,0,43,0
15296,M,60000,1,1,1,0,42,0
15297,M,60000,1,1,1,0,42,0
15298,M,50000,1,1,1,0,41,0
15299,M,50000,1,1,1,0,41,0
15300,M,60000,1,0,1,0,41,0
15301,S,60000,1,0,1,0,42,0
15302,S,70000,1,0,1,0,41,1
15303,S,70000,4,0,1,2,69,1
15304,M,70000,5,0,1,2,69,1
15305,S,70000,5,0,1,3,68,0
15306,M,60000,4,0,1,2,68,0
15307,M,60000,4,0,1,2,68,0
15308,M,60000,4,0,1,2,69,1
15309,M,60000,4,0,1,2,68,1
15310,M,60000,4,0,1,2,68,0
15311,M,60000,4,0,1,2,68,1
15312,M,60000,4,0,1,2,68,1
15313,M,60000,4,0,1,2,67,0
15314,S,60000,5,0,1,3,67,1
15315,M,70000,4,1,0,1,67,0
15316,M,60000,5,0,1,3,66,0
15317,M,60000,5,0,1,3,66,0
15318,M,60000,2,1,1,0,66,0
15319,M,70000,4,1,0,1,67,0
15320,M,70000,4,1,1,1,66,1
15321,M,80000,5,0,1,2,66,1
15322,M,80000,5,0,1,2,66,1
15323,M,40000,2,1,1,2,66,1
15324,M,40000,2,1,0,2,65,0
15325,M,60000,2,1,1,1,65,1
15326,M,60000,2,1,1,2,65,0
15327,S,60000,2,1,1,0,65,0
15328,M,70000,4,1,1,2,65,1
15329,S,70000,4,1,1,2,65,1
15330,S,60000,2,1,0,2,64,0
15331,M,60000,2,1,1,2,64,0
15332,M,60000,2,1,1,2,65,0
15333,M,60000,2,1,1,0,64,1
15334,S,40000,2,1,1,2,63,1
15335,S,60000,2,1,1,2,64,0
15336,M,60000,2,1,1,1,63,0
15337,M,60000,2,1,1,1,63,1
15338,M,60000,2,1,1,1,63,1
15339,M,60000,2,1,1,1,63,1
15340,M,40000,2,1,1,3,62,0
15341,M,60000,2,1,1,2,62,1
15342,M,60000,2,1,1,2,62,1
15343,M,60000,2,1,1,2,62,1
15344,M,70000,4,2,1,1,63,0
15345,M,70000,4,2,0,2,62,1
15346,S,70000,4,2,1,2,63,1
15347,M,60000,3,1,1,2,61,1
15348,S,70000,4,2,1,2,61,1
15349,M,70000,4,2,1,2,61,1
15350,M,70000,4,2,0,2,61,1
15351,M,70000,5,2,1,2,62,1
15352,S,130000,2,3,0,4,55,0
15353,S,160000,2,3,0,4,55,0
15354,M,170000,3,3,1,3,57,1
15355,M,100000,2,3,1,4,58,0
15356,M,120000,3,4,1,4,58,0
15357,M,120000,2,4,1,4,58,1
15358,S,90000,3,0,1,1,82,0
15359,M,70000,4,0,1,2,81,0
15360,M,110000,1,2,1,1,80,0
15361,S,160000,0,0,0,4,80,0
15362,M,90000,4,4,1,3,48,1
15363,M,90000,4,4,1,3,49,1
15364,S,90000,5,5,1,3,49,1
15365,M,120000,3,2,1,4,48,1
15366,M,130000,1,1,1,4,48,0
15367,S,90000,0,0,0,1,50,1
15368,M,110000,3,2,1,4,50,0
15369,M,70000,3,2,1,0,58,1
15370,M,70000,4,3,0,0,57,0
15371,M,80000,3,0,0,2,58,1
15372,M,80000,3,0,0,2,57,1
15373,M,60000,2,0,1,2,79,0
15374,M,70000,4,0,1,2,79,1
15375,S,80000,4,0,1,2,79,0
15376,S,80000,4,3,0,2,50,0
15377,S,80000,4,3,1,2,50,0
15378,M,80000,4,3,1,2,51,0
15379,M,130000,3,2,1,4,50,1
15380,M,100000,1,2,1,3,51,1
15381,M,100000,1,2,1,3,51,0
15382,M,110000,1,3,1,2,51,0
15383,M,130000,1,2,1,4,51,0
15384,M,80000,5,4,1,3,53,0
15385,M,90000,4,3,1,1,52,0
15386,S,90000,4,3,0,2,53,0
15387,M,110000,1,3,1,4,53,0
15388,M,130000,1,3,1,1,53,1
15389,S,130000,1,3,0,3,52,1
15390,M,60000,2,0,0,2,58,0
15391,M,90000,2,1,0,1,59,1
15392,S,80000,2,0,0,2,59,0
15393,M,60000,2,0,1,2,78,0
15394,M,90000,4,0,1,2,78,1
15395,S,80000,5,4,1,3,53,1
15396,M,100000,3,2,1,4,53,1
15397,M,110000,5,3,0,4,53,0
15398,M,150000,1,2,1,4,53,1
15399,S,80000,2,0,1,2,59,1
15400,M,60000,2,0,0,2,59,0
15401,S,60000,2,0,1,2,59,0
15402,M,60000,2,0,0,2,59,0
15403,M,60000,2,0,0,2,59,0
15404,S,70000,3,1,1,1,59,1
15405,M,70000,3,0,1,2,61,0
15406,S,70000,3,0,1,2,60,0
15407,S,70000,3,0,1,2,60,0
15408,S,70000,3,0,1,2,60,0
15409,M,40000,3,0,0,2,61,1
15410,M,40000,3,0,0,2,61,1
15411,S,70000,4,0,1,2,76,1
15412,M,130000,2,3,1,3,76,0
15413,M,130000,2,3,1,4,76,0
15414,M,110000,2,4,1,0,74,0
15415,M,110000,2,4,0,1,74,0
15416,M,100000,2,3,1,3,74,0
15417,S,70000,5,0,1,2,72,1
15418,S,90000,4,4,0,2,45,0
15419,S,100000,2,0,1,2,46,1
15420,M,100000,2,0,1,3,45,0
15421,S,100000,3,0,0,3,46,0
15422,M,40000,0,0,1,2,34,1
15423,S,40000,0,0,0,2,34,0
15424,S,30000,0,0,0,1,34,0
15425,M,10000,5,0,0,2,69,1
15426,S,10000,5,0,1,3,70,0
15427,S,60000,0,0,0,1,34,1
15428,M,60000,0,0,1,2,34,1
15429,M,70000,0,0,0,2,34,1
15430,M,40000,0,0,1,1,35,0
15431,M,40000,0,0,1,1,36,0
15432,S,60000,0,0,1,2,35,1
15433,S,60000,0,0,0,2,35,1
15434,M,20000,4,0,0,2,69,0
15435,S,30000,2,0,1,2,67,1
15436,S,30000,2,0,1,2,67,1
15437,M,20000,4,0,1,2,66,0
15438,M,30000,2,0,0,2,67,1
15439,M,10000,2,1,1,2,66,1
15440,M,10000,0,0,1,0,40,1
15441,M,10000,1,0,1,0,48,0
15442,M,10000,1,0,1,0,51,0
15443,M,10000,1,0,1,0,52,0
15444,M,20000,1,0,1,0,52,0
15445,M,20000,1,0,1,0,51,0
15446,S,20000,1,0,1,0,52,0
15447,M,20000,1,0,1,0,52,0
15448,M,20000,1,0,1,0,52,0
15449,M,30000,1,0,1,0,79,0
15450,M,10000,1,0,1,0,77,0
15451,M,30000,4,0,1,0,51,1
15452,M,10000,1,0,1,0,55,0
15453,M,20000,1,0,1,0,55,1
15454,M,20000,1,0,1,0,58,1
15455,S,10000,2,0,1,1,74,1
15456,S,20000,1,0,1,0,73,1
15457,M,20000,1,0,1,0,73,1
15458,M,20000,1,0,1,0,71,0
15459,M,20000,1,0,1,0,72,0
15460,M,20000,1,0,1,0,72,1
15461,M,30000,1,0,1,0,71,0
15462,M,10000,3,0,1,1,70,1
15463,S,10000,3,0,1,1,70,1
15464,M,10000,0,0,0,1,34,0
15465,M,10000,0,0,0,1,33,0
15466,M,50000,1,1,1,0,44,1
15467,M,50000,1,1,1,1,43,1
15468,M,50000,1,1,1,1,43,0
15469,M,60000,1,0,1,0,43,0
15470,M,60000,1,0,1,0,44,0
15471,S,50000,2,2,1,0,45,1
15472,S,50000,2,2,1,0,44,1
15473,S,50000,2,2,0,0,44,1
15474,M,50000,2,2,1,0,44,1
15475,S,50000,2,2,1,0,44,1
15476,S,60000,1,0,1,0,44,0
15477,S,60000,1,0,1,0,44,0
15478,M,60000,1,0,1,0,42,0
15479,M,60000,1,0,1,0,42,0
15480,M,70000,2,0,1,0,42,1
15481,S,70000,2,0,1,0,42,1
15482,M,70000,2,0,1,0,43,1
15483,M,70000,3,0,1,0,42,1
15484,M,80000,1,0,1,0,42,1
15485,M,60000,1,0,1,0,44,0
15486,M,60000,1,0,1,0,44,0
15487,S,60000,1,0,1,0,44,0
15488,M,60000,1,0,1,0,45,0
15489,S,60000,2,2,1,0,45,1
15490,S,70000,2,2,0,0,46,1
15491,S,70000,2,2,1,1,45,1
15492,S,70000,2,2,1,1,45,1
15493,M,70000,2,2,1,1,45,1
15494,S,70000,2,2,0,1,45,0
15495,M,40000,5,5,1,2,46,0
15496,S,40000,5,5,1,2,46,0
15497,M,40000,0,0,0,1,47,1
15498,M,60000,1,0,1,0,44,0
15499,M,70000,3,0,1,0,43,1
15500,M,70000,4,0,1,0,44,1
15501,M,70000,4,0,1,0,43,1
15502,S,40000,0,0,0,1,46,1
15503,S,50000,2,2,1,1,46,1
15504,S,50000,2,2,0,1,47,0
15505,S,50000,2,2,0,1,47,0
15506,S,60000,0,0,1,0,48,1
15507,M,60000,0,0,1,0,47,0
15508,M,60000,0,0,1,0,47,0
15509,M,60000,0,0,1,0,48,0
15510,M,70000,5,0,1,0,47,0
15511,M,60000,2,0,1,0,45,0
